"date","state","value"
1976-01-01,"CO",5.9
1977-01-01,"CO",6.4
1978-01-01,"CO",5.5
1979-01-01,"CO",4.6
1980-01-01,"CO",5.9
1981-01-01,"CO",5.6
1982-01-01,"CO",7.6
1983-01-01,"CO",7.1
1984-01-01,"CO",5.5
1985-01-01,"CO",6
1986-01-01,"CO",7.5
1987-01-01,"CO",7.5
1988-01-01,"CO",6.4
1989-01-01,"CO",5.6
1990-01-01,"CO",5.1
1991-01-01,"CO",5.3
1992-01-01,"CO",6.1
1993-01-01,"CO",5.4
1994-01-01,"CO",4.1
1995-01-01,"CO",4
1996-01-01,"CO",4.2
1997-01-01,"CO",3.4
1998-01-01,"CO",3.6
1999-01-01,"CO",3
2000-01-01,"CO",2.7
2001-01-01,"CO",3.8
2002-01-01,"CO",5.7
2003-01-01,"CO",6.1
2004-01-01,"CO",5.6
2005-01-01,"CO",5.1
2006-01-01,"CO",4.3
2007-01-01,"CO",3.7
2008-01-01,"CO",4.8
2009-01-01,"CO",8
2010-01-01,"CO",9.1
2011-01-01,"CO",8.7
2012-01-01,"CO",8
2013-01-01,"CO",6.7
2014-01-01,"CO",5
2015-01-01,"CO",3.7
2016-01-01,"CO",3.1
2017-01-01,"CO",2.6
2018-01-01,"CO",3
2019-01-01,"CO",2.7
2020-01-01,"CO",6.8
