"date","state","value"
2006-01-01,"OR",177222.4
2007-01-01,"OR",180724.3
2008-01-01,"OR",184842.6
2009-01-01,"OR",176951.6
2010-01-01,"OR",180738.2
2011-01-01,"OR",185959.4
2012-01-01,"OR",187352.4
2013-01-01,"OR",189609.8
2014-01-01,"OR",195808.2
2015-01-01,"OR",205581.8
2016-01-01,"OR",214769.3
2017-01-01,"OR",225534.6
2018-01-01,"OR",234308.4
2019-01-01,"OR",239794.8
2020-01-01,"OR",237424.3
2021-01-01,"OR",250325.8
2022-01-01,"OR",256062.8
2023-01-01,"OR",261951.6
2024-01-01,"OR",265146.9
2005-01-01,"PA",626290.2
2006-01-01,"PA",626589.9
2007-01-01,"PA",649638
2008-01-01,"PA",665148.3
2009-01-01,"PA",645206.7
2010-01-01,"PA",666805.8
2011-01-01,"PA",676468.4
2012-01-01,"PA",689007
2013-01-01,"PA",704195
2014-01-01,"PA",718691.6
2015-01-01,"PA",734145.1
2016-01-01,"PA",744847.1
2017-01-01,"PA",754318.1
2018-01-01,"PA",763855.4
2019-01-01,"PA",771852.5
2020-01-01,"PA",736381.3
2021-01-01,"PA",765508.8
2022-01-01,"PA",779360.6
2023-01-01,"PA",799228.8
2024-01-01,"PA",818529.4
2005-01-01,"RI",55885.9
2006-01-01,"RI",57415.8
2007-01-01,"RI",56230.6
2008-01-01,"RI",54977.1
2009-01-01,"RI",54481.5
2010-01-01,"RI",56050.6
2011-01-01,"RI",56026.6
2012-01-01,"RI",56487.4
2013-01-01,"RI",57037.2
2014-01-01,"RI",57602.7
2015-01-01,"RI",58388
2016-01-01,"RI",58630
2017-01-01,"RI",58771.6
2018-01-01,"RI",58740.2
2019-01-01,"RI",60157.6
2020-01-01,"RI",58231.7
2021-01-01,"RI",60803.1
2022-01-01,"RI",62279.3
2023-01-01,"RI",63277.1
2024-01-01,"RI",65281.5
2005-01-01,"SC",183267.5
2006-01-01,"SC",187386.1
2007-01-01,"SC",193386.6
2008-01-01,"SC",192497.1
2009-01-01,"SC",184081.3
2010-01-01,"SC",188777.2
2011-01-01,"SC",193221
2012-01-01,"SC",195406.1
2013-01-01,"SC",200147.3
2014-01-01,"SC",206077.9
2015-01-01,"SC",213212.4
2016-01-01,"SC",220559.4
2017-01-01,"SC",224937.6
2018-01-01,"SC",231663.3
2019-01-01,"SC",239021.3
2020-01-01,"SC",233650.2
2021-01-01,"SC",245752.1
2022-01-01,"SC",254504.5
