SQGDP1 State quarterly gross domestic product (GDP) summary
SQGDP1 State quarterly gross domestic product (GDP) summary
State or DC
GeoFips,GeoName,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3,2024:Q4
23000,Maine,46238.9,46759.7,47173.5,47940.2,48212.9,48866.3,49023.2,49454.8,49308.6,50270.7,50726.1,50859.6,50935.1,51066.7,51223.7,50782.0,50690.4,51107.3,51729.3,52277.8,52136.6,52765.9,53304.4,53003.2,52710.4,52765.6,53066.2,53875.8,53793.3,54480.8,54259.0,53540.7,54820.8,54409.5,54946.4,55522.5,55346.4,56094.8,56940.6,57767.5,57470.7,58543.0,59145.3,59864.2,60207.1,61180.2,61161.2,61820.1,62257.2,62335.6,63255.9,64153.7,65274.1,66097.7,66697.9,66794.2,67642.3,68673.7,70533.6,71985.3,72051.2,67504.0,73446.7,75306.5,76351.5,78315.1,80186.3,81922.5,84242.1,85866.9,86453.2,89411.2,91020.2,92324.3,94267.1,95468.5,96859.5,97871.9,99237.8,100454.8
24000,Maryland,254418.3,259054.2,265501.7,268207.0,269556.0,272072.9,275258.2,278276.8,278077.5,282480.2,283358.4,286556.8,289962.6,293005.0,294276.9,294388.7,294262.4,296494.8,298941.1,303432.8,307565.5,312301.0,315181.1,320674.5,319568.9,324166.9,326857.1,329090.6,331153.7,330092.1,334151.1,332079.2,337424.2,337124.7,340503.2,344530.9,344091.9,350826.6,356149.2,355904.8,362679.5,364853.7,369066.6,372656.7,378441.2,384690.7,388986.2,393867.3,394172.6,396851.4,401108.8,406725.3,406417.6,410635.0,412218.6,413815.9,411432.0,417564.8,422477.4,426092.4,417643.2,392342.0,420209.3,423626.9,439488.3,440539.8,448460.5,462525.7,470698.5,481016.9,489795.1,498119.8,505015.9,510410.5,521249.7,525753.0,532514.5,539231.6,546362.0,552954.9
25000,Massachusetts,334948.8,337902.7,343527.5,346172.1,352132.1,357016.3,357820.4,366704.4,370102.8,374820.5,381214.6,385804.4,388216.6,390574.6,388092.8,384809.7,386559.5,386365.6,389523.6,393406.8,399378.6,407111.7,414626.0,415963.6,412484.1,427092.9,423746.7,431415.8,435069.8,441407.0,444621.9,444396.9,447000.3,448732.7,454854.4,459734.1,457927.1,463978.2,474282.6,483111.7,489107.5,497348.2,499009.4,505602.8,506097.5,512379.4,518874.1,519081.1,520552.5,525711.5,533293.6,540960.2,550614.3,558443.4,562943.3,566419.1,576212.5,583353.9,593435.4,599276.3,603791.0,554664.2,598464.8,613692.1,624979.4,642478.9,659609.0,670978.2,677472.4,689779.5,696337.0,718859.4,722413.3,731887.5,741207.7,749676.9,767359.5,776147.0,785140.7,794017.5
26000,Michigan,402076.5,404258.7,402170.6,402809.5,400260.4,403341.9,403346.9,403200.1,410725.3,412608.9,413765.8,405352.0,397976.5,394534.0,388836.4,385187.6,365788.2,369530.1,372021.2,379488.4,379211.5,392084.3,401075.7,400347.1,403012.1,403455.2,407717.1,419232.1,421535.2,425312.9,428570.3,429145.9,437863.4,438486.0,442885.4,446648.5,445677.3,454678.4,460997.1,463141.1,470410.3,478099.0,483214.1,485167.3,486347.3,495482.4,496139.4,501041.2,500362.4,503513.7,504987.4,511542.5,521749.3,525637.3,526969.5,526607.0,528735.5,536296.1,545306.7,550610.8,543191.4,479373.9,545267.1,550870.0,555002.0,573258.8,579253.8,592951.1,609130.6,621709.3,632302.9,644893.6,658591.6,670649.3,681002.8,685028.8,692312.7,703277.5,711481.3,719391.5
27000,Minnesota,240537.3,242410.9,248112.2,247481.1,250129.0,254199.0,251741.3,253361.2,256022.5,261379.9,262340.4,265260.1,267769.6,268220.4,272703.8,266392.2,261668.0,260851.5,261610.9,266384.8,266784.8,271409.6,276449.6,283952.7,281527.0,288440.9,288333.4,289982.0,295730.2,297252.3,300555.1,301028.2,306307.1,308557.5,315026.0,317117.7,316381.8,323623.4,329313.9,329486.9,334488.2,334955.7,337716.2,339887.9,339483.2,342602.2,348861.4,350048.3,354318.6,353005.1,352874.6,358689.3,365783.6,371015.0,375514.1,377444.3,377433.0,382033.9,388345.0,391588.8,386920.7,355853.5,382587.8,389624.5,400939.4,415682.3,419206.1,430326.9,437876.7,450775.3,462837.7,468481.4,473951.4,478172.5,487701.8,492822.9,493022.2,497631.2,502945.6,509806.6
28000,Mississippi,81178.5,81755.6,82819.8,86212.6,85496.2,87479.8,88230.8,89179.9,89937.7,90798.6,92668.8,94100.8,94685.6,96226.3,95682.3,94122.9,92843.9,92278.9,91943.6,92445.6,93252.1,94648.4,95459.4,95793.3,95331.4,96170.3,97115.4,98579.2,100975.0,101441.4,101143.1,100062.0,102971.0,101688.4,104225.0,103285.9,103174.5,105804.2,105767.6,106131.6,105478.0,106575.0,107320.3,107122.2,107649.3,107722.9,107571.3,108238.1,109946.9,109577.9,110271.2,111329.7,112124.4,113508.5,113405.7,113626.9,113694.1,114835.6,116948.5,119064.5,118525.9,108198.5,119114.3,120998.8,125727.7,128594.9,130880.7,134575.3,138189.1,141358.5,144034.4,147467.4,149423.6,150045.3,151869.0,153248.6,154262.2,156025.7,158547.8,161128.2
29000,Missouri,223766.3,226588.6,228761.6,231262.1,233039.8,236540.1,236153.0,237534.4,237416.9,242940.1,246300.2,249683.9,251704.5,257043.2,255224.5,261752.2,254224.0,252704.5,254295.8,256000.6,259696.8,261756.4,263148.4,263451.9,260285.8,262384.7,263984.7,266664.9,270406.9,272181.4,272818.3,274523.0,281299.8,281280.7,282999.5,285058.7,282658.9,287545.8,292075.0,295083.2,296773.7,299795.3,301843.6,299978.1,302223.3,303086.3,303820.6,307443.0,307347.5,310063.7,311989.1,315694.8,315568.4,320204.7,321923.6,324109.9,327037.8,331896.9,338037.3,342028.6,338520.7,312942.2,340707.1,348970.1,354293.4,364298.4,369247.4,377926.7,386768.8,396800.8,404704.0,412786.7,420768.9,427158.5,433846.8,438683.5,441374.4,448165.0,454579.7,460686.5
30000,Montana,30216.5,30340.8,30936.7,31800.9,32071.8,32730.2,33531.9,34018.0,35206.1,36028.8,36327.7,36901.8,37041.7,37363.4,37375.7,36331.2,35836.9,35442.6,35983.1,36257.2,37558.7,37749.6,38198.9,38814.2,39810.9,40356.4,40661.0,41540.8,41988.8,41846.6,42262.6,42502.7,43341.4,43395.4,43759.6,43839.5,44249.4,45180.5,45526.4,45858.7,46259.8,46850.3,47005.2,46054.3,45342.2,45268.5,45852.3,46974.7,47635.7,48545.5,48700.6,49000.4,50663.4,51131.1,51194.7,51619.1,51861.5,52162.1,53275.5,53563.2,52539.2,49052.8,54281.1,55962.1,57806.1,59729.2,60852.4,63211.2,67700.9,68578.1,68782.4,69746.5,72059.6,72452.8,73995.4,74510.3,74811.0,75855.3,76195.4,77135.1
31000,Nebraska,72913.8,74076.2,75448.7,77108.0,77112.1,80392.7,79363.9,80281.1,83057.9,83743.9,84266.3,86099.6,85957.3,87298.1,86975.1,84355.8,86952.2,86067.7,87149.9,89132.2,89596.0,91619.2,92857.4,93690.3,99435.6,99868.0,100530.2,102272.4,101380.8,103143.5,103068.7,104205.6,107468.1,106793.3,107676.1,107050.4,110149.2,113344.6,113190.2,114369.2,115705.2,117457.5,118316.6,118130.0,117046.3,118451.0,120085.8,121976.3,121195.3,122976.1,123413.0,125295.1,127680.7,127340.3,127595.5,129201.0,129089.4,130856.1,134020.7,137426.7,135003.7,126547.0,137501.9,141545.1,146005.5,150986.9,152402.9,153949.1,161669.9,165498.6,170367.4,172385.0,178975.9,179982.4,182955.2,183226.4,182082.8,185237.9,185966.9,188356.3
32000,Nevada,112723.2,117498.7,118018.4,120420.3,123549.2,126598.6,127057.7,129248.2,130066.3,130837.7,132363.1,134914.7,131945.3,130973.9,131176.5,128187.8,124491.9,122128.9,121191.9,122072.2,122544.0,124518.4,126231.9,127301.9,126331.2,129577.9,129066.1,129578.3,130287.9,130272.9,130442.4,129949.7,132329.3,132266.1,133952.7,135822.0,133906.2,135693.6,137823.3,140250.6,141869.3,145248.0,146975.8,149054.3,149118.4,151407.1,156033.0,156713.4,160531.6,162098.1,164916.0,165250.5,169919.8,171414.6,172917.1,175940.2,180191.7,182726.4,186118.5,189407.8,187113.9,157578.6,178297.6,182195.0,187863.1,198530.3,206730.1,213699.2,218242.7,226382.1,230050.9,234606.6,239457.9,243121.1,248494.1,252842.2,256403.0,259701.6,262036.3,264772.6
33000,New Hampshire,55930.8,56735.0,57327.2,57665.4,58618.6,59179.9,60218.5,62593.8,60946.8,62696.1,62025.4,62270.8,62393.9,62216.9,62231.5,61538.9,62053.0,62179.7,63922.0,64054.3,63798.6,65697.7,65821.4,65925.5,65126.7,66574.5,66677.9,67850.3,67290.2,67953.0,68695.9,69709.0,70130.7,70408.7,71204.9,71845.4,71374.7,73443.5,73525.9,75476.4,75258.8,77070.2,77687.4,79526.8,78799.0,79709.8,80395.6,80134.3,80234.2,80350.2,82001.6,82132.4,83363.3,83651.5,84166.1,84256.6,87041.5,87416.5,88411.5,88603.2,89888.6,81604.8,90258.4,92358.8,92867.1,98653.8,100601.1,104248.4,102803.3,105801.4,107821.3,109526.1,111472.7,113379.0,115022.4,116529.2,118760.2,120162.8,122085.6,123748.8
34000,New Jersey,427581.6,432795.0,440393.8,443487.2,448686.0,458536.5,458982.8,464520.6,463519.2,473150.0,476530.8,484958.6,493231.8,494159.8,495973.2,489792.5,481548.9,477293.8,481476.3,485491.8,488831.3,490176.8,493598.4,492309.4,485548.6,492352.4,495726.3,503543.9,511956.3,513992.5,521260.2,517184.0,533388.8,530993.5,533314.9,539151.3,534597.8,541546.7,547530.9,551621.2,559132.5,565774.9,569067.6,569255.7,575158.4,576787.7,579830.4,582829.1,581449.8,586145.5,593008.9,599742.8,610361.3,616596.6,622460.5,627942.3,633477.0,639395.6,648153.3,652244.7,651662.7,583162.8,639707.5,651676.0,671694.6,681479.0,700672.5,727926.8,736714.5,753827.4,763847.6,778765.5,791113.6,798694.2,814003.7,822849.5,831386.9,841417.0,851863.1,861683.0
35000,New Mexico,72858.9,73715.1,74241.2,75708.2,77135.0,77765.9,78378.7,78753.4,79221.3,80884.0,82066.5,82229.3,82262.8,84921.5,85567.4,84607.2,82706.7,81891.2,82471.1,83496.3,83836.9,84013.1,84612.8,86987.5,84992.3,87325.3,87538.5,88367.9,87855.5,88517.1,87499.2,86852.0,87794.2,88291.7,89111.8,89895.5,90456.5,92203.2,93458.1,93975.6,90894.5,91341.0,90871.6,90010.7,89219.9,90484.3,90630.1,91569.6,92044.9,92582.9,93399.0,94813.4,96783.2,98569.0,99560.8,100439.9,101218.1,103152.3,105087.5,105826.1,104420.7,93746.6,101291.5,103166.7,107348.0,110517.5,114437.6,119610.8,122862.5,127854.0,130735.5,131103.1,131745.1,133839.5,135997.3,138456.6,138243.2,140092.0,141301.6,142531.1
36000,New York,981497.3,996750.5,1019334.4,1041821.8,1063263.6,1065914.1,1069427.4,1090482.0,1130223.9,1107319.7,1116478.3,1111039.4,1113754.2,1103169.0,1114790.0,1099727.7,1105968.8,1154653.0,1169054.2,1192293.0,1203027.8,1233180.8,1218012.5,1216770.8,1243284.6,1237927.0,1243213.8,1258652.3,1286956.9,1314448.1,1336092.5,1360387.9,1337353.2,1352333.9,1369075.8,1399768.7,1398367.1,1419278.7,1448441.5,1472337.8,1476393.2,1503797.7,1513259.4,1500448.4,1540031.1,1555741.6,1556125.0,1575422.2,1601783.5,1604891.4,1625929.3,1666598.5,1686428.1,1710142.5,1726238.4,1719853.5,1751254.9,1783815.5,1798133.1,1816680.1,1821606.8,1660253.4,1790068.9,1821550.1,1840547.4,1897462.8,1938860.2,2016782.7,2025436.9,2029181.6,2063785.9,2092631.0,2125283.9,2157922.5,2197691.4,2207140.7,2245848.7,2284363.5,2310967.9,2346932.0
37000,North Carolina,350667.4,349968.0,356430.5,362128.1,381976.9,386955.2,389618.7,393497.6,401222.7,400751.7,401203.8,405575.1,418939.8,421706.0,424301.3,417881.8,404349.8,409112.2,416153.9,422771.2,417074.8,420949.1,422413.2,428691.9,426242.5,432634.2,430114.0,431169.8,441998.4,441141.9,446997.5,446114.8,453540.3,455586.7,463704.6,470954.0,473419.3,478123.6,487236.8,490402.9,501651.3,507467.0,511981.5,513589.9,521552.4,524392.0,529640.8,537552.1,541086.9,542038.2,547393.4,556722.1,560184.3,568003.3,569581.5,574380.1,580014.4,587013.3,596962.5,605808.5,606514.5,562709.9,612845.7,620663.3,636779.2,653911.4,667085.4,690812.5,708888.0,718846.6,731836.9,754423.2,771387.4,776361.5,795873.8,808790.0,821284.1,832746.7,845142.7,857315.3
38000,North Dakota,24315.3,24469.5,24552.0,24951.4,25634.2,26342.6,26557.4,27091.7,27988.2,28640.3,29277.2,30272.5,31326.6,32045.1,32695.8,32043.4,31897.4,31775.3,32503.9,33065.0,34185.0,35148.4,36009.4,37264.5,38579.7,40393.3,42086.5,45348.9,48885.9,51763.1,53297.6,54369.6,53178.5,54203.4,56034.9,56091.0,58084.6,61384.4,62376.2,62588.1,58868.3,57630.6,56239.9,55070.0,52406.2,51985.6,52762.8,53510.5,55217.6,56729.5,56590.0,57583.7,59219.0,60285.0,61198.0,60806.4,60522.8,61250.8,61015.7,60780.9,58926.8,51652.8,55154.4,56540.2,60147.3,63069.0,65083.3,67054.3,69979.5,74679.0,75393.3,75068.4,75084.9,75046.5,76801.8,77240.1,75126.2,75724.0,75221.4,75525.8
39000,Ohio,462383.2,467495.7,474072.9,476766.2,477903.1,482677.8,484491.9,486543.2,492488.1,495945.1,500054.3,501912.9,503655.9,506616.6,503962.2,489431.0,488653.4,481093.6,482336.8,485544.7,488996.5,496922.9,505092.1,510085.2,513796.7,521307.3,529023.7,537698.0,537224.0,543371.3,546249.6,545296.6,559302.1,560732.4,568212.9,577432.4,581609.8,593803.1,605220.1,607976.4,608966.5,615597.1,616126.6,620411.8,616441.2,624878.4,630374.2,637485.1,644766.5,650119.9,655225.9,658637.6,663101.9,668818.0,675937.7,682303.0,688949.6,698585.6,709107.5,715016.4,704171.2,642125.5,706001.2,718437.0,731603.0,752540.2,770136.4,800103.8,808667.1,827812.5,839134.8,855028.5,866533.9,876764.5,893191.9,902846.4,910255.4,922776.2,933044.3,944884.6
40000,Oklahoma,121940.0,124660.8,127614.0,129630.9,141794.9,137602.1,137126.2,136886.0,140607.8,144862.6,148775.5,152083.9,155532.3,165364.2,165833.7,159705.6,149256.2,145546.5,146878.6,147648.3,150856.2,154421.6,156633.9,159158.2,159596.5,166386.3,169530.6,173318.3,174529.4,174894.4,174397.0,177623.8,181330.3,181922.2,184463.1,188703.0,191626.5,196303.2,201531.9,198834.9,188713.5,186865.6,187848.1,186031.7,179381.6,181808.8,182867.8,184896.9,188489.7,191762.7,192947.6,196954.5,200236.9,203258.3,205770.4,207509.9,205308.2,205672.3,207037.2,205953.2,199294.6,179094.2,194629.8,197046.1,205253.7,214724.9,219764.1,231403.5,234661.6,247149.6,250902.8,251190.8,251860.6,253872.9,259068.2,261955.8,261057.9,264596.3,267320.6,270141.5
41000,Oregon,141279.7,141814.5,144565.3,146565.9,151943.6,152045.4,154593.1,156536.5,155340.4,158162.7,161192.2,164009.5,164009.4,164676.9,165222.2,162583.0,161143.0,158683.2,158600.2,158895.3,161978.7,161856.7,164174.7,164591.7,168606.8,169365.8,169006.5,171796.1,173650.6,174404.4,174797.5,172574.5,176493.3,177389.9,179619.8,182398.8,182765.0,186660.8,190178.6,191745.9,197162.6,198846.2,202911.4,203450.4,208956.7,210593.1,211925.9,215653.7,220117.0,224366.1,227011.8,230643.3,235317.8,237307.5,239700.1,241542.2,243887.8,246088.1,250352.3,254799.0,255672.7,236860.2,254763.4,259014.6,267021.9,272956.0,275571.6,287062.8,292183.6,295907.7,300186.5,307114.0,313701.6,316122.2,321907.8,323805.1,324646.2,329378.4,333466.6,336623.4
42000,Pennsylvania,500350.6,506830.1,515345.5,520529.2,517502.1,525823.4,533207.0,538552.2,551997.4,557184.6,566618.5,577154.1,577106.1,591174.0,592858.8,586407.6,580980.2,576826.3,576849.1,590224.3,590944.5,601215.8,610487.9,615870.1,610500.8,621350.8,627987.9,635232.1,640073.8,645767.4,650822.9,649073.2,661032.3,667710.1,672950.8,681376.4,681437.1,692178.7,702447.2,706123.6,709821.7,716332.7,718756.2,721226.7,723513.8,729331.6,737759.5,742058.9,742898.4,747770.9,759690.4,766912.3,771800.2,778291.6,785170.1,787220.7,789025.9,798450.0,807566.4,813890.0,799743.2,718228.4,788284.7,801746.9,810108.1,832751.9,850729.0,884138.2,889559.0,914559.1,931131.7,943714.7,957298.9,966618.3,984846.9,996679.2,1003021.7,1017257.3,1032269.8,1044276.5
44000,Rhode Island,43268.9,44235.3,44605.7,45543.0,45555.0,47187.7,48117.9,47800.5,47874.5,47430.5,47521.4,47134.1,47238.8,47030.7,46921.0,47365.0,46767.9,47377.8,47947.9,48495.3,48466.3,49325.4,49868.0,49976.6,48881.7,50420.0,50479.9,50713.1,51190.0,51578.2,51787.3,51554.7,52680.2,52474.1,53217.5,53605.0,53695.2,54192.0,54871.4,55691.3,55910.4,56571.8,56675.0,57258.7,56591.5,57414.5,58478.1,58374.3,57856.2,58339.2,59513.5,59377.4,59498.3,59926.3,60001.5,60833.5,61970.5,62495.9,62956.2,63836.1,63573.8,57562.0,63119.0,64244.7,64197.3,67013.5,67448.4,70254.1,70291.2,73079.6,73682.5,74423.5,75808.7,76450.9,78914.0,79122.2,80838.8,81911.2,83128.2,84091.9
45000,South Carolina,143009.5,144260.7,145864.6,147648.3,151216.5,152599.9,153875.0,156122.2,158039.2,161656.6,164461.9,165747.6,164045.4,165220.3,165446.1,163173.2,162227.5,161174.9,161953.8,164165.6,164051.3,166368.6,167683.9,168965.5,170248.4,173105.6,173346.1,174678.8,177805.9,178193.8,179184.3,178831.5,183835.4,183506.3,187619.5,190111.9,191021.8,195549.7,197733.0,198673.1,202855.1,205532.5,209913.0,211739.7,213904.6,217013.0,218434.5,220869.7,222772.1,223512.1,225071.2,228394.9,232002.3,235683.7,237740.0,240820.8,244175.7,246576.5,251829.1,255721.6,249507.6,234132.1,256108.6,257972.5,261784.2,269628.4,274594.2,283531.9,289726.7,298524.5,305168.0,314361.1,319334.5,322803.4,331251.8,336290.8,342495.4,348128.4,352048.4,357189.5
46000,South Dakota,30962.2,30853.1,31146.6,31455.5,32027.6,32532.4,32768.7,32908.3,35005.5,35356.2,35156.0,35612.7,37873.6,37350.1,36938.8,35594.7,36219.8,36487.3,36959.1,37262.4,37090.6,37495.5,38778.1,39468.5,40775.6,41610.5,42161.4,43783.4,44450.1,44578.7,42576.7,44903.6,45280.8,45476.2,45672.9,45564.4,47090.7,47837.7,47102.8,46608.3,47676.2,48149.5,48755.1,50134.6,48385.0,49348.6,50633.5,51003.3,52159.2,51864.0,51386.8,51050.2,53418.2,52900.8,53221.5,53857.6,53537.6,54384.3,55900.2,56880.9,56510.9,52551.6,57205.7,58749.5,60290.0,62954.8,63942.2,64752.2,66980.8,68930.0,69941.2,70425.1,73452.4,73453.4,74582.4,74647.6,74170.4,74938.0,75432.6,76176.8
47000,Tennessee,227344.8,229244.1,233120.2,235647.1,239076.4,243149.0,243587.7,246604.5,243091.2,246347.6,249465.8,254141.7,254155.2,255841.7,258141.7,254048.2,253720.0,251809.7,251570.3,254662.8,256233.4,257782.8,259019.4,261594.7,263613.2,268268.6,272107.8,276230.2,281021.1,286387.8,286902.9,289278.1,295500.0,293896.4,297142.5,300486.3,301430.1,305803.7,309925.0,312635.2,318864.7,325689.9,329858.9,331116.3,333377.7,336461.7,340891.5,346670.0,350148.8,352132.5,356178.0,363210.6,365580.9,368460.5,372258.0,372553.4,378669.1,382211.4,389092.6,393358.8,399791.9,356990.2,399952.0,409518.8,425297.7,435655.7,444761.5,462095.0,473512.7,483084.4,492309.8,505773.6,512848.9,518166.9,526911.8,534198.7,538671.8,545695.4,553470.7,560996.2
48000,Texas,979180.9,985174.8,1009497.3,1041130.6,1077411.6,1100940.7,1118552.2,1136041.5,1158163.4,1196086.0,1207838.6,1232171.9,1238020.5,1272828.8,1273176.0,1228542.6,1183070.7,1163069.0,1172429.9,1198102.6,1233658.6,1241765.2,1262211.1,1285008.1,1314469.6,1350208.5,1358688.0,1383741.6,1408082.7,1416282.9,1429733.6,1464252.9,1492122.4,1515528.4,1545364.7,1554112.3,1560108.6,1595397.0,1613690.3,1599514.7,1590017.6,1584178.2,1587539.9,1582207.8,1557600.8,1577979.1,1590932.1,1605414.1,1630275.9,1644935.4,1671860.6,1722180.2,1763649.5,1802259.8,1826948.3,1839250.0,1833669.0,1854387.9,1878886.8,1892545.3,1840874.8,1676440.7,1819976.6,1871282.8,1957009.4,2045172.0,2120880.3,2232827.4,2323836.7,2433824.2,2477702.4,2512336.8,2536078.1,2543637.3,2608141.6,2647607.9,2658372.6,2694524.0,2727001.7,2757673.3
49000,Utah,91895.1,93826.3,96540.6,99786.2,102909.0,105615.6,107929.9,110693.9,111983.5,115420.3,115999.7,117319.2,116044.3,118400.9,118365.0,114986.7,114566.5,113328.6,113387.6,114056.3,116086.6,116462.1,118825.7,121810.8,122614.7,125171.2,125931.4,126834.0,128889.0,129008.2,129039.4,130788.9,133134.2,134200.8,136723.9,137318.3,139926.6,142165.7,143568.3,144850.4,146957.1,149118.5,150570.3,152402.4,154581.8,157220.4,160916.5,164603.8,166238.5,169489.6,174003.5,178568.5,181722.4,185671.4,188693.0,191136.1,197624.6,198390.0,203722.0,205512.2,204204.3,194979.4,208662.3,214745.5,222679.8,228374.8,234388.5,244804.4,251254.0,258854.8,264312.8,269901.5,274345.1,278196.5,284794.6,287980.3,293548.1,298814.7,303367.1,307885.5
50000,Vermont,23545.3,23576.4,23825.5,24104.7,24469.1,24479.5,24579.7,24500.2,24566.5,24914.0,25260.1,25360.2,25959.6,26076.0,26287.9,26238.2,26025.0,25938.7,26257.3,26658.8,26809.7,27402.9,27833.3,27867.3,27896.2,28417.3,28579.7,29340.8,29136.8,29669.8,29465.7,29030.1,29446.8,29413.6,29345.9,29704.2,29645.4,30073.5,30668.5,31050.4,30845.3,31020.9,31363.0,31380.3,31523.0,31710.0,31995.4,32132.5,32333.0,32378.1,32686.6,32959.2,33251.7,33532.0,33508.0,33638.8,34244.0,34386.4,35111.7,35299.1,35516.6,31693.8,34967.2,35482.0,36196.0,36994.8,37864.5,38700.0,39851.4,40735.7,41123.4,42335.8,42619.5,43268.6,43649.2,44597.7,44771.4,45431.9,46118.8,46506.6
51000,Virginia,348612.4,354831.7,361805.5,364458.5,372507.4,375442.6,377805.9,379961.9,386097.8,389268.3,394654.1,396361.8,396614.4,401264.4,405709.2,405043.1,404765.5,408385.1,410737.9,415852.6,418179.6,425101.9,428201.8,430480.1,428502.3,432007.2,434965.9,439259.4,440663.2,444061.5,447677.3,447632.0,455682.9,454237.2,457019.1,460707.2,458674.8,464004.2,468383.6,471344.2,476792.4,484653.5,489970.6,490746.9,490152.9,496574.1,501233.0,508169.7,508022.6,511903.1,517140.9,523602.0,529524.4,535484.0,540710.7,542914.1,550280.4,556064.0,567855.3,572607.3,570688.2,536248.4,572593.6,582336.9,596800.6,608701.8,620298.3,638138.0,644917.0,658014.7,675192.7,688602.6,700093.8,714580.8,725367.5,739545.6,748045.8,759235.9,769659.8,780957.9
53000,Washington,286739.2,291622.4,294076.5,301169.8,307486.7,310921.3,315919.9,322435.5,326570.8,338301.5,347535.1,354441.8,348653.8,351895.1,357270.7,352023.2,347446.9,348616.1,348857.1,354861.6,354367.1,362932.8,366717.1,370159.8,371464.9,374988.9,377637.3,385984.2,392605.0,397902.4,402785.0,400141.7,410769.4,412649.7,420950.4,423327.0,427896.6,434561.5,446457.5,450489.3,458268.4,466004.7,473298.1,472791.3,482834.2,483779.4,489900.2,502647.1,512328.0,520318.4,531610.4,544420.7,557501.2,565939.8,577168.8,580741.2,596493.3,603174.9,613664.4,621241.1,619251.6,584351.8,637585.2,639342.9,662224.7,685605.8,691182.0,711796.8,720503.4,732415.3,749418.8,769300.5,783604.5,800463.6,815478.7,831911.3,840340.2,850529.1,859886.7,867977.2
54000,West Virginia,52183.5,53428.0,54088.3,55557.4,56235.0,57132.8,57624.8,57823.7,58223.8,59324.1,59989.6,60384.1,60565.9,62935.5,64354.9,64058.5,64127.6,63620.7,63600.7,64811.2,64904.3,65446.9,67166.2,67124.2,67159.9,69557.5,69941.6,70811.5,70832.0,70885.3,70017.4,69477.9,71435.7,71479.3,71927.6,72192.0,71749.4,73277.2,73819.8,73324.2,71419.3,72417.1,71880.8,71136.5,70429.0,71031.9,71480.0,72054.4,74574.0,74471.6,75203.2,76441.1,77852.7,79548.8,80969.0,80806.9,79583.3,80123.6,80667.5,80595.1,79689.4,71126.8,78847.5,80059.8,83071.1,84700.2,87352.4,91078.3,93858.9,98588.8,100299.2,100412.9,100268.4,101147.3,102190.4,105001.1,105857.3,107351.2,108366.5,109065.5
55000,Wisconsin,223456.8,225646.4,229638.5,229008.3,234160.8,236636.1,238856.5,240634.1,243187.4,245269.0,247436.8,247457.6,245880.2,246882.2,247440.5,245769.1,242580.7,244436.7,247224.6,251053.1,250533.8,254484.7,258165.5,261453.9,260578.1,263809.6,267744.9,269643.4,274454.5,276781.4,276577.4,277200.4,281107.3,281432.6,284162.2,288463.5,287741.1,295891.9,299244.0,301802.7,304572.4,307803.8,309779.4,311062.4,312021.6,314558.0,317546.3,317554.1,318856.1,319183.8,323760.0,325747.3,332315.7,333185.8,336266.8,338808.9,340604.7,345341.5,348289.7,353390.6,347083.0,322613.6,348759.2,354633.1,356718.1,366024.1,370556.9,382222.6,388800.0,396940.5,404972.2,411772.7,418054.6,423158.1,432876.0,439699.6,441680.9,448446.3,455591.2,459422.9
56000,Wyoming,25777.3,26908.2,27743.4,29691.7,30678.0,32270.6,33813.0,34007.4,34935.3,36548.6,37136.8,39030.7,40685.3,44108.0,44543.5,41441.8,38494.1,35854.5,35313.9,35466.3,37432.0,37161.8,37748.2,37928.0,38677.2,39878.2,39649.9,40254.9,39573.1,38994.9,38059.9,38089.3,39345.0,39055.5,39589.4,39472.4,39871.5,40733.1,41076.9,40614.1,39138.3,38909.6,38766.1,37685.4,36393.3,36117.0,35939.4,35973.8,37001.8,37633.6,37471.5,38374.3,38902.1,39497.2,39969.9,40088.6,39383.6,39711.0,40296.5,40726.8,39282.1,33850.2,36558.7,37147.6,39796.6,41468.0,42754.3,45257.5,48287.0,50092.2,50375.5,50375.6,50868.2,51045.6,52900.6,53147.8,52101.0,52979.9,53153.5,53550.2
