"date","abbrev","population","unemployment","bachelors","rgdp_2017","state","legal","legal.year","retailyear","onlineyear","online","retail","tribalonly","notes"
2013,"OK",3853.891,5.1,23.8,176086.8,"Oklahoma",0,NA,NA,NA,0,0,0,""
2013,"OR",3924.11,7.8,30.7,189609.8,"Oregon",1,2019,2019,2019,1,1,0,""
2013,"PA",12779.538,7.1,28.7,704195,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2013,"RI",1055.56,9.5,32.4,57037.2,"Rhode Island",1,2018,2018,2019,1,1,0,""
2013,"SC",4766.469,7.4,26.1,200147.3,"South Carolina",0,NA,NA,NA,0,0,0,""
2013,"SD",842.751,3.7,26.6,48610.1,"South Dakota",1,2021,2021,NA,0,1,0,""
2013,"TN",6496.943,7.6,24.8,318347.9,"Tennessee",1,2019,NA,2019,1,0,0,""
2013,"TX",26479.646,6.3,27.5,1511806.6,"Texas",0,NA,NA,NA,0,0,0,""
2013,"UT",2898.773,4.2,31.3,145026.9,"Utah",0,NA,NA,NA,0,0,0,""
2013,"VA",8255.861,5.5,36.1,488741.3,"Virginia",1,2020,2020,2020,1,1,0,""
2013,"VT",626.603,4.4,35.7,31494.6,"Vermont",1,2023,NA,2023,1,0,0,""
2013,"WA",6966.252,6.6,32.7,439472.2,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2013,"WI",5738.012,6.7,27.7,301550.5,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2013,"WV",1854.768,6.7,18.9,73949,"West Virginia",1,2018,2018,2018,1,1,0,""
2013,"WY",582.62,4.7,26.6,38408.8,"Wyoming",1,2021,2021,2021,1,1,0,""
2014,"AK",737.075,6.7,28,53303.3,"Alaska",0,NA,NA,NA,0,0,0,""
2014,"AL",4843.737,6.8,23.5,206070,"Alabama",0,NA,NA,NA,0,0,0,""
2014,"AR",2968.759,5.9,21.4,121409.4,"Arkansas",1,2018,2019,2022,1,1,0,""
2014,"AZ",6732.873,6.8,27.6,301721.2,"Arizona",1,2021,2021,2021,1,1,0,""
2014,"CA",38586.706,7.6,31.7,2428675.7,"California",0,NA,NA,NA,0,0,0,""
2014,"CO",5352.637,5,38.3,315399.1,"Colorado",1,2019,2020,2020,1,1,0,""
2014,"CT",3595.697,6.6,38,260605.8,"Connecticut",1,2021,2021,2021,1,1,0,""
2014,"DE",933.131,5.6,30.6,73961.8,"Delaware",1,2018,2018,2018,1,1,0,""
2014,"FL",19853.88,6.4,27.3,905648.5,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2014,"GA",10071.204,7.2,29.1,517511.9,"Georgia",0,NA,NA,NA,0,0,0,""
2014,"HI",1415.335,4.2,31,81304.9,"Hawaii",0,NA,NA,NA,0,0,0,""
2014,"IA",3110.643,4.3,27.7,180310,"Iowa",1,2019,2019,2019,1,1,0,""
2014,"ID",1632.248,4.4,25,66784.9,"Idaho",0,NA,NA,NA,0,0,0,""
2014,"IL",12885.092,7.2,32.8,811490.1,"Illinois",1,2019,2020,2020,1,1,0,""
2014,"IN",6596.019,6,24.7,343827.8,"Indiana",1,2019,2019,2019,1,1,0,""
2014,"KS",2901.861,4.5,31.5,154110.1,"Kansas",1,2022,2022,2022,1,1,0,""
2014,"KY",4416.992,6.4,22.2,196795.8,"Kentucky",1,2023,2023,2023,1,1,0,""
2014,"LA",4645.938,6.2,22.9,243042.9,"Louisiana",1,2021,2021,2022,1,1,0,""
2014,"MA",6764.864,5.8,41.2,496250.9,"Massachusetts",1,2022,2023,2023,1,1,0,""
2014,"MD",5960.064,5.7,38.2,370344,"Maryland",1,2021,2021,2021,1,1,0,""
2014,"ME",1331.217,5.6,29.4,59589.8,"Maine",1,2022,2023,2023,1,1,0,""
2014,"MI",9932.033,7.2,27.4,479534.9,"Michigan",1,2019,2020,2021,1,1,0,""
2014,"MN",5452.665,4.2,34.3,338623.9,"Minnesota",0,NA,NA,NA,0,0,0,""
2014,"MO",6059.13,6.2,27.5,303617.9,"Missouri",0,NA,NA,NA,0,0,0,""
2014,"MS",2991.892,7.6,21.1,109299.6,"Mississippi",1,2017,2017,NA,0,1,0,""
2014,"MT",1022.657,4.6,29.3,46166.7,"Montana",1,2019,2019,NA,0,1,0,""
2014,"NC",9937.295,6.1,28.7,509782.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2014,"ND",738.736,2.7,27.4,60193,"North Dakota",1,2018,2018,2018,0,1,1,""
2014,"NE",1879.955,3.2,29.5,115651.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2014,"NH",1334.257,4.3,35,76836.2,"New Hampshire",1,2019,2019,2019,1,1,0,""
2014,"NJ",8867.277,6.7,37.4,570696.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2014,"NM",2090.236,6.6,26.4,92621.1,"New Mexico",1,2018,2018,NA,0,1,1,""
2014,"NV",2818.935,8.2,23.1,145303.6,"Nevada",1,1949,1949,2010,1,1,0,""
2014,"NY",19653.431,6.3,34.5,1535376,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2014,"OH",11606.573,5.8,26.6,624973.4,"Ohio",1,2021,2021,2021,1,1,0,""
2014,"OK",3879.187,4.3,24.2,186574.5,"Oklahoma",0,NA,NA,NA,0,0,0,""
2014,"OR",3965.447,6.6,30.8,195808.2,"Oregon",1,2019,2019,2019,1,1,0,""
2014,"PA",12792.392,6,29,718691.6,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2014,"RI",1056.511,7.8,30.4,57602.7,"Rhode Island",1,2018,2018,2019,1,1,0,""
2014,"SC",4826.858,6.3,26.3,206077.9,"South Carolina",0,NA,NA,NA,0,0,0,""
2014,"SD",849.67,3.3,27.8,49640.9,"South Dakota",1,2021,2021,NA,0,1,0,""
2014,"TN",6544.617,6.6,25.3,323879.6,"Tennessee",1,2019,NA,2019,1,0,0,""
2014,"TX",26963.092,5.2,27.8,1559636.1,"Texas",0,NA,NA,NA,0,0,0,""
2014,"UT",2938.327,3.6,31.1,150076.3,"Utah",0,NA,NA,NA,0,0,0,""
2014,"VA",8315.43,5.1,36.7,488918.6,"Virginia",1,2020,2020,2020,1,1,0,""
2014,"VT",625.693,3.9,34.9,31847.7,"Vermont",1,2023,NA,2023,1,0,0,""
2014,"WA",7057.531,5.9,33.1,456186.5,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2014,"WI",5753.199,5.4,28.4,309425.8,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2014,"WV",1850.569,6.5,19.2,74111.3,"West Virginia",1,2018,2018,2018,1,1,0,""
2014,"WY",583.159,4.4,26.6,39287.3,"Wyoming",1,2021,2021,2021,1,1,0,""
2015,"AK",738.43,6.3,29.7,53681.1,"Alaska",0,NA,NA,NA,0,0,0,""
2015,"AL",4854.803,6.1,24.2,208950.3,"Alabama",0,NA,NA,NA,0,0,0,""
2015,"AR",2979.732,5,21.8,121532.5,"Arkansas",1,2018,2019,2022,1,1,0,""
2015,"AZ",6832.81,6.1,27.7,308582.8,"Arizona",1,2021,2021,2021,1,1,0,""
2015,"CA",38904.296,6.2,32.3,2545979.5,"California",0,NA,NA,NA,0,0,0,""
2015,"CO",5454.328,3.7,39.2,330526.2,"Colorado",1,2019,2020,2020,1,1,0,""
2015,"CT",3588.561,5.6,38.3,268869.8,"Connecticut",1,2021,2021,2021,1,1,0,""
2015,"DE",942.065,4.8,30.9,76211.2,"Delaware",1,2018,2018,2018,1,1,0,""
2015,"FL",20219.111,5.5,28.4,945929,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2015,"GA",10183.353,6.1,29.9,540108.5,"Georgia",0,NA,NA,NA,0,0,0,""
2015,"HI",1422.999,3.4,31.4,83857.7,"Hawaii",0,NA,NA,NA,0,0,0,""
2015,"IA",3122.541,3.7,26.8,185989.2,"Iowa",1,2019,2019,2019,1,1,0,""
2015,"ID",1652.495,3.9,26,67790.6,"Idaho",0,NA,NA,NA,0,0,0,""
2015,"IL",12859.585,6,32.9,825424.9,"Illinois",1,2019,2020,2020,1,1,0,""
2015,"IN",6611.442,4.8,24.9,341205.2,"Indiana",1,2019,2019,2019,1,1,0,""
2015,"KS",2910.717,4.2,31.7,158602.6,"Kansas",1,2022,2022,2022,1,1,0,""
2015,"KY",4429.126,5.3,23.3,199487.1,"Kentucky",1,2023,2023,2023,1,1,0,""
2015,"LA",4666.998,6.3,23.2,239584.2,"Louisiana",1,2021,2021,2022,1,1,0,""
2015,"MA",6797.484,4.8,41.5,514398.8,"Massachusetts",1,2022,2023,2023,1,1,0,""
2015,"MD",5988.528,5,38.8,378745.9,"Maryland",1,2021,2021,2021,1,1,0,""
2015,"ME",1329.098,4.4,30.1,60563,"Maine",1,2022,2023,2023,1,1,0,""
2015,"MI",9934.483,5.4,27.8,490618.7,"Michigan",1,2019,2020,2021,1,1,0,""
2015,"MN",5484.002,3.8,34.7,345456.3,"Minnesota",0,NA,NA,NA,0,0,0,""
2015,"MO",6075.411,5.1,27.8,308009.9,"Missouri",0,NA,NA,NA,0,0,0,""
2015,"MS",2990.231,6.5,20.8,109401.7,"Mississippi",1,2017,2017,NA,0,1,0,""
2015,"MT",1031.495,4.2,30.6,47765.6,"Montana",1,2019,2019,NA,0,1,0,""
2015,"NC",10037.218,5.7,29.4,525229.1,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2015,"ND",755.537,2.8,29.1,58694.5,"North Dakota",1,2018,2018,2018,0,1,1,""
2015,"NE",1892.059,3,30.2,119640.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2015,"NH",1337.48,3.4,35.7,79319.3,"New Hampshire",1,2019,2019,2019,1,1,0,""
2015,"NJ",8870.312,5.7,37.6,581415,"New Jersey",1,2018,2018,2018,1,1,0,""
2015,"NM",2090.071,6.6,26.5,93503.9,"New Mexico",1,2018,2018,NA,0,1,1,""
2015,"NV",2868.531,6.9,23.6,151055.9,"Nevada",1,1949,1949,2010,1,1,0,""
2015,"NY",19657.321,5.2,35,1565835.2,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2015,"OH",11622.315,5,26.8,633274.8,"Ohio",1,2021,2021,2021,1,1,0,""
2015,"OK",3910.518,4.3,24.6,193792.6,"Oklahoma",0,NA,NA,NA,0,0,0,""
2015,"OR",4018.542,5.5,32.2,205581.8,"Oregon",1,2019,2019,2019,1,1,0,""
2015,"PA",12789.838,5.4,29.7,734145.1,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2015,"RI",1056.886,6,32.7,58388,"Rhode Island",1,2018,2018,2019,1,1,0,""
2015,"SC",4896.006,5.9,26.8,213212.4,"South Carolina",0,NA,NA,NA,0,0,0,""
2015,"SD",854.663,3,27.5,50860.7,"South Dakota",1,2021,2021,NA,0,1,0,""
2015,"TN",6595.354,5.5,25.7,335461.1,"Tennessee",1,2019,NA,2019,1,0,0,""
2015,"TX",27468.531,4.5,28.4,1634127.1,"Texas",0,NA,NA,NA,0,0,0,""
2015,"UT",2983.626,3.5,31.8,155431.5,"Utah",0,NA,NA,NA,0,0,0,""
2015,"VA",8367.303,4.4,37,498943.6,"Virginia",1,2020,2020,2020,1,1,0,""
2015,"VT",625.81,3.5,36.9,32042.9,"Vermont",1,2023,NA,2023,1,0,0,""
2015,"WA",7167.287,5.4,34.2,476715.4,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2015,"WI",5762.927,4.4,28.4,315687.8,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2015,"WV",1843.332,6.5,19.6,74261.4,"West Virginia",1,2018,2018,2018,1,1,0,""
2015,"WY",586.389,4.3,26.2,40063.9,"Wyoming",1,2021,2021,2021,1,1,0,""
2016,"AK",742.575,6.6,29.6,53463.9,"Alaska",0,NA,NA,NA,0,0,0,""
2016,"AL",4866.824,5.8,24.7,212862.8,"Alabama",0,NA,NA,NA,0,0,0,""
2016,"AR",2991.815,4,22.4,123034.9,"Arkansas",1,2018,2019,2022,1,1,0,""
2016,"AZ",6944.767,5.5,28.9,319008.4,"Arizona",1,2021,2021,2021,1,1,0,""
2016,"CA",39149.186,5.5,32.9,2623711.7,"California",0,NA,NA,NA,0,0,0,""
2016,"CO",5543.844,3.1,39.9,337685.2,"Colorado",1,2019,2020,2020,1,1,0,""
2016,"CT",3579.83,4.9,38.6,268196.2,"Connecticut",1,2021,2021,2021,1,1,0,""
2016,"DE",949.989,4.5,31,71941.4,"Delaware",1,2018,2018,2018,1,1,0,""
2016,"FL",20627.237,4.9,28.6,978989.8,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2016,"GA",10308.442,5.5,30.5,561718.3,"Georgia",0,NA,NA,NA,0,0,0,""
2016,"HI",1428.885,2.9,31.9,85670.4,"Hawaii",0,NA,NA,NA,0,0,0,""
2016,"IA",3133.21,3.6,28.4,186729.9,"Iowa",1,2019,2019,2019,1,1,0,""
2016,"ID",1684.036,3.7,27.6,70442.5,"Idaho",0,NA,NA,NA,0,0,0,""
2016,"IL",12821.709,5.9,34,826404.7,"Illinois",1,2019,2020,2020,1,1,0,""
2016,"IN",6637.898,4.4,25.6,348439.2,"Indiana",1,2019,2019,2019,1,1,0,""
2016,"KS",2912.977,4.1,32.8,164643.7,"Kansas",1,2022,2022,2022,1,1,0,""
2016,"KY",4440.306,5.1,23.4,201007.2,"Kentucky",1,2023,2023,2023,1,1,0,""
2016,"LA",4681.346,6,23.4,235554.2,"Louisiana",1,2021,2021,2022,1,1,0,""
2016,"MA",6827.28,4,42.7,521662.8,"Massachusetts",1,2022,2023,2023,1,1,0,""
2016,"MD",6007.014,4.3,39.3,391951,"Maryland",1,2021,2021,2021,1,1,0,""
2016,"ME",1332.348,3.8,30.1,62037.1,"Maine",1,2022,2023,2023,1,1,0,""
2016,"MI",9954.117,5,28.3,500159.6,"Michigan",1,2019,2020,2021,1,1,0,""
2016,"MN",5525.36,3.9,34.8,350603.6,"Minnesota",0,NA,NA,NA,0,0,0,""
2016,"MO",6091.384,4.6,28.5,308423.3,"Missouri",0,NA,NA,NA,0,0,0,""
